cardid	name	type	faction	setcode	setname	no	rules	rarity	def	cost	strikecost	atk	dmgtype	health	all_classes	DeathKnight	Druid	Hunter	Mage	Paladin	Priest	Rogue	Shaman	Warlock	Warrior	instant	race	class	class2	subtype	subtype2	subtype3	subtype4	profession	profession2	block	image	reprinted	classdeck	version	artist	flavour	original	released
99	Blessing of Freedom	Ability	Neutral	TDP	Through the Dark Portal	55	Attach to target hero or ally in your party.; <b>Ongoing:</b> Attached character is <b>Untargetable</b>.; At end of turn, destroy Blessing of Freedom.	c		1										x						Instant				Protection	Blessing					1	blessing_of_freedom	Archive		97	JonBoy Meyers	Those who walk the path of the righteous ned not fear restraint.	0	1
100	Blessing of Kings	Ability	Neutral	FoH	Fields of Honor	41	<b>Protection Hero Required</b>; <b>Ongoing:</b> Each ally in your party has +X ATK / +X health, where X is its cost.	r		5										x										Protection	Talent	Blessing				3	blessing_of_kings			0	Lucas Graciano		0	1
101	Blessing of Liberty	Ability	Neutral	SW	ScourgeWar	59	Attach to target friendly non-hero card.;<b>Ongoing:</b> Attached card has <b>Untargetable</b>.;<b>Death Rattle</b> <i>(When this ability enters your graveyard from anywhere)</i>: Target friendly non-hero card has <b>Untargetable</b> this turn.	u		3										x						Instant				Protection	Blessing					4	blessing_of_liberty			0	Dany Orizio		0	1
102	Blessing of Might	Ability	Neutral	HoA	Heroes of Azeroth	62	Attach to target hero or ally.; <b>Ongoing:</b> Attached character has +1 ATK while attacking.	u		2										x						Instant				Retribution	Blessing					5	blessing_of_might	Twilight of the Dragons,Class Starter Deck 2011 (Fall),Class Starter Deck 2011 (Spring)	CD2, CD3	97	Ladronn	Bestowed upon the worthy, increased might can facilitate great deeds.	0	1
103	Blessing of Protection	Ability	Neutral	HoA	Heroes of Azeroth	63	Attach to target hero or ally in your party.; <b>Ongoing:</b> Prevent all damage that would be dealt to and dealt by attached character.; At end of turn, destroy Blessing of Protection.	u		2										x						Instant				Protection	Blessing					4	blessing_of_protection	Class Starter Deck 2010	CD1	97	Clint Langley		0	1
104	Blessing of Sacrifice	Ability	Neutral	TDP	Through the Dark Portal	56	Attach to target ally in your party.; <b>Ongoing:</b> If attached ally would be dealt damage, that much damage is dealt to your hero instead.	r		5										x						Instant				Protection	Blessing					1	blessing_of_sacrifice			0	Dave Kendall	A true hero is willing to bear the burdens of others.	0	1
105	Blessing of Salvation	Ability	Neutral	HfI	Hunt For Illidan	55	<b>Ongoing:</b> When Blessing of Salvation enters play, choose a friendly player.; That player is <b>Untargetable</b>.	u		1										x						Instant				Protection	Blessing					2	blessing_of_salvation			0	Tyler Walpole	"Why is he laughing?" - Blaine Roberts	0	1
106	Blessing of Sanctuary	Ability	Neutral	HfI	Hunt For Illidan	56	<b>Protection Hero Required</b>; Attach to target hero or ally.; <b>Ongoing:</b> Prevent all combat damage that attached character would be dealt. When damage that an attacking ally would deal is prevented this way, destroy that ally.; At end of turn, destroy Blessing of Sanctuary.	r		2										x						Instant				Protection	Talent	Blessing				2	blessing_of_sanctuary			0	Ralph Horsley		0	1
107	Blessing of the Heavens	Ability	Neutral	BoG	Blood Of Gladiators	82	Attach to target ally.; <b>Ongoing:</b> Attached ally has +2 ATK / +2 health.; When attached ally is destroyed, you may put Blessing of the Heavens from its owner's graveyard into his hand.	c		3							x			x						Instant				Protection	Blessing	Restoration				3	blessing_of_the_heavens			0	Dan Scott		0	1
108	Blessing of the Kindred	Ability	Neutral	WBR	Worldbreaker	64	As this ability enters play, name a class.;<b>Ongoing:</b> Friendly allies of that class have +1 / +1.;(received errata)	r		1										x						Instant				Blessing	Protection					5	blessing_of_the_kindred			0	Tom Baxa	"Wa are all brothers and sisters in the eyes of the Light." - Jaenal	0	1
109	Blessing of the Martyr	Ability	Neutral	SoB	Servants of the Betrayer	70	Attach to target ally.; <b>Ongoing:</b> Attached ally has +2 ATK while attacking.; When attacked ally is destroyed, its owner puts it from his graveyard into hand.	c		1										x						Instant				Protection	Blessing					2	blessing_of_the_martyr			0	Michael Komarck		0	1
110	Blessing of the Templar	Ability	Neutral	ICE	Icecrown	46	Attach to target hero.;<b>Ongoing:</b> Attached hero has <b>Assault 3</b> and <b>Mend 3</b>.	r		5										x										Holy	Blessing					5	blessing_of_the_templar	Class Starter Deck 2011 (Fall)	CD3	97	Clint Langley		0	1
111	Blessing of Trials	Ability	Neutral	DoW	Drums Of War	44	Attach to target ally. The next time it would be dealt damage by an opposing hero or ally this turn, prevent that damage and put that many strength counters on Blessing of Trials.;<b>Ongoing:</b> Attached ally has +1 ATK / +1 health for each strength counter.	c		3										x						Instant				Protection	Blessing					4	blessing_of_trials	Assault on Icecrown Citadel		97	Zoltan Boros and Gabor Szikszai		0	1
112	Blessing of Virtue	Ability	Neutral	WBR	Worldbreaker	65	Attach to target ally.;<b>Ongoing:</b> Attached ally has +2 / +2, and damage that it would deal is unpreventable. ;;<b>Stash</b>: <i>(As this enters your resource row, you may have it enter face up. Immediately turn it face down.)</i> Damage that allies you control would deal is unpreventable this turn.	u		3										x						Instant				Blessing	Retribution					5	blessing_of_virtue			0	Luke Mancini		0	1
113	Blessing of Wisdom	Ability	Neutral	HoA	Heroes of Azeroth	64	Attach to target hero or ally.; <b>Ongoing:</b> Attached character has "[Exhaust] -> Draw a card."	r		5										x						Instant				Holy	Blessing					4	blessing_of_wisdom	Class Starter Deck 2010,Archive	CD1	97	Dave Allsop		0	1
114	Blind	Ability	Neutral	MoL	March of the Legion	80	Target player can't play cards this turn.	r		3												x				Instant				Subtlety						2	blind			0	Miguel Coimbra		0	1
115	Blind Faith	Ability	Neutral	FoH	Fields of Honor	47	<b>Ongoing:</b> At the start of your turn, you may discard your hand. If you do, reveal the top three cards of your deck. Put a revealed ability card into hand and the rest on the bottom of your deck.	r		3											x									Discipline						3	blind_faith			0	James Ryman		0	1
116	Bling	Ability	Neutral	MoL	March of the Legion	127	<b>Ongoing:</b> You can have up to ten Rings.	r		1					All	x	x	x	x	x	x	x	x	x	x											2	bling			0	Matt Gaser		0	1
117	Blink	Ability	Neutral	HoA	Heroes of Azeroth	48	Draw a card.; If your hero is defending, remove all attackers from combat.	c		2									x							Instant				Arcane						1	blink			0	Stabbity	"A well-timed blink can be the difference between a good story and a tearful eulogy."	0	1
118	Blistering Fire	Ability	Neutral	TDP	Through the Dark Portal	46	Your hero deals 3 fire damage to target hero.	c		1									x											Fire						5	blistering_fire	Class Starter Deck 2011 (Fall)	CD3	97	Alex Horley	Sometimes, the direct approach works best.	0	1
119	Blizzard	Ability	Neutral	BoG	Blood Of Gladiators	33	<b>Ongoing:</b> At the start of each opponent's turn, your hero deals 1 frost damage to each hero and ally in that opponent's party. A character dealt damage this way can't attack this turn.; When a card leaves your hand, destroy Blizzard.	r		2									x											Frost						3	blizzard			0	Dave Allsop		0	1
120	Blood Boil	Ability	Neutral	DKS	Death Knight Starter	3	Destroy and number of Diseases you control. Your hero deals 2 shadow damage to each opposing ally for each Disease destroyed this way.	u		2						x														Blood						3	blood_boil			0	James Zhang		0	1
121	Blood Chill	Ability	Neutral	WBR	Worldbreaker	24	Attach to target hero.;<b>Ongoing:</b> At the start of your turn, your hero deals 1 frost damage to attached hero. If damage is dealt this way, exhaust each opposing hero or ally with <b>Protector</b>.	c		3						x														Disease	Frost					5	blood_chill	Class Starter Deck 2011 (Fall),Class Starter Deck 2011 (Spring)	CD2, CD3	97	Chris Rahn		0	1
122	Blood Frenzy	Ability	Neutral	FoH	Fields of Honor	76	<b>Arms Hero Required</b>; <b>Ongoing:</b> Heroes and allies in your party have +1 ATK while in combat with heroes and allies with an attachment.	r		1															x					Arms	Talent					3	blood_frenzy			0	Michael Komarck		0	1
123	Blood Fury	Ability	Horde	TDP	Through the Dark Portal	135	<b>Orc Hero Required</b>; Blood Fury enters play with X fury counters on it.; <b>Ongoing:</b> Your hero has +1 ATK while attacking for each fury counter on Blood Fury.	u		4 + X					All	x	x	x	x	x	x	x	x	x	x											1	blood_fury			0	JonBoy Meyers	"Lok-tar ogar!"	0	1
124	Blood Plague	Ability	Neutral	ICE	Icecrown	18	Attach to target hero.;<b>Ongoing:</b> At the start of your turn, your hero deals 1 shadow damage to attached hero. If an ally in attached hero's party would be dealt damage it is dealt that much +1 instead.	c		3						x														Unholy	Disease					4	blood_plague			0	Dave Allsop		0	1
125	Blood Presence	Ability	Neutral	DKS	Death Knight Starter	4	<b>Ongoing:</b> If your hero would deal damage, it deals that much +1 instead. When your hero deals damage, it heals 1 damage from itself.	u		4						x														Presence (1)	Blood					3	blood_presence			0	Trent Kaniuga		0	1
126	Blood Rune	Ability	Neutral	WG	Wrathgate	23	As an additional cost to play, remove an equipment in your graveyard from the game.;<b>Ongoing:</b> [Exhaust] -> You pay 1 less to play your next card this turn.	u		2						x														Rune (6)	Blood					4	blood_rune			0	James Zhang		0	1
127	Blood Strike	Ability	Neutral	DKS	Death Knight Starter	5	Your hero deals 2 melee damage to target ally. That ally has -1 health this turn for each Disease you control.	u		1						x										Instant				Blood						5	blood_strike	Class Starter Deck 2011 (Spring)		97	James Ryman		0	1
128	Bloodbath	Ability	Neutral	SoB	Servants of the Betrayer	118	<b>Traitor Hero Required</b>; <b>Ongoing:</b> 1, Destroy an ally in your party -> Put a +1 ATK counter on each of your weapons.	r		2															x					Traitor						2	bloodbath			0	James Zhang	A blade that has tasted blood develops a thirst for it.	0	1
129	Bloodlust	Ability	Horde	FoO	Fires of Outland	73	<b>Horde Hero Required</b>; Heroes and allies in your party have +2 ATK while attacking heroes this turn.	u		3													x							Enhancement						1	bloodlust			0	Boros-Szikszai	"It's scary even when someone other than an ogre mage casts it." - Moala Stonebinder	0	1
130	Bloodrage	Ability	Neutral	TDP	Through the Dark Portal	116	As an additional cost to play Bloodrage, put 2 damage on your hero.; Draw two cards.; <b>Ongoing:</b> At the start of your turn, put 1 damage on your hero and draw a card.	r		5															x					Protection						1	bloodrage			0	Ron Spencer	More pain, more gain.	0	1
131	Bloody Grip	Ability	Neutral	SW	ScourgeWar	114	Attach to target weapon.;<b>Ongoing:</b> As this ability enters play, choose one: This ability has "Attached weapon has +3 ATK"; or this ability has "You pay 3 less to strike with attached weapon."	u		3						x									x					Blood	Arms					4	bloody_grip			0	Craig Elliot		0	1
132	Bloody Ritual	Ability	Neutral	DoW	Drums Of War	92	As an additional cost to play, put 4 damage on your hero.;Draw four cards.	c		4														x	x					Affliction	Protection					3	bloody_ritual	Archive		97	Dave Allsop		0	1
133	Bloody Slaughter	Ability	Neutral	ICE	Icecrown	88	Your hero deals X melee damage to target exhausted hero or ally, where X is the cost of a non-hero Druid or Rogue you control.	u		1							x					x								Combo	Feral	Assassination				4	bloody_slaughter			0	Tom Baxa		0	1
134	Bloody Welcome	Ability	Neutral	MoL	March of the Legion	34	Your hero deals 3 ranged damage to target ally. If that ally entered play this turn, ready up to two of your resources.	c		2								x								Instant				Marksmanship						2	bloody_welcome			0	John Bolton	"I've been expecting you."	0	1
135	Blustering Winds	Ability	Neutral	WG	Wrathgate	30	Target up to three heroes and/or allies. They can't attack or protect this turn.	c		2							x									Instant				Balance						4	blustering_winds			0	Ron Lemen		0	1
136	Boat to Booty Bay	Ability	Neutral	TDP	Through the Dark Portal	138	<b>Ongoing:</b> [Exhaust] -> Remove an ally in your party from the game. Use only on your turn.; [Exhaust], Destroy Boat to Booty Bay -> Put all ally cards removed by Boat to Booty Bay into play under your control. Use only on your turn.	e		4					All	x	x	x	x	x	x	x	x	x	x					Unique						1	boat_to_booty_bay			0	Peter Lee	If you get into trouble, Booty Bay is a great place to lie low.	0	1
137	Bombard	Ability	Neutral	SW	ScourgeWar	41	Destroy all abilities, allies, and equipment that entered play this turn.	r		3								x								Instant				Marksmanship						4	bombard			0	Matt Dixon		0	1
138	Boon of Light	Ability	Neutral	SW	ScourgeWar	60	Your hero heals 12 damage from target hero or ally. Draw a card.	c		5										x										Holy						4	boon_of_light			0	James Zhang		0	1
139	Boundless Concentration	Ability	Neutral	ICE	Icecrown	89	Ready up to X resources you control, where X is the cost of target non-hero Hunter or Mage you control.	u		1								x	x											Beast Mastery	Arcane					4	boundless_concentration			0	Fred Fields		0	1
140	Brace or Mace	Ability	Neutral	HfI	Hunt For Illidan	25	Choose one: Your hero heals 4 damage from target hero, or attach to target ally.;<b>Ongoing:</b> Attached ally has +1 ATK / +1 health.	u		1							x									Instant				Restoration						2	brace_or_mace			0	Clint Langley		0	1
141	Brain Freeze	Ability	Neutral	HoA	Heroes of Azeroth	49	Players can't draw cards this turn.	r		3									x							Instant				Frost						1	brain_freeze			0	Rebecca Guay	"You know that feeling you get when you suck down too much Tigule and Foror's ice cream at once? Kind of like that."	0	1
142	Brain Lock	Ability	Neutral	HfI	Hunt For Illidan	48	<b>Ongoing:</b> Brain Lock enters play with two frost counters.; If an opponent would draw a card, he skips drawing that card and you remove a frost counter instead. If none remain, destroy Brain Lock.	c		4									x											Frost						2	brain_lock			0	Volkan Baga		0	1
143	Brainwash	Ability	Neutral	TDP	Through the Dark Portal	67	Gain control of target attacking ally.	r		5											x					Instant				Shadow						1	brainwash			0	Tom Baxa	"Why should I shed my own blood?"	0	1
144	Breath of the Elements	Ability	Neutral	WBR	Worldbreaker	94	Ready each ally you control.	r		5													x			Instant				Enhancement						5	breath_of_the_elements	Class Starter Deck 2011 (Fall)	CD3	97	Tom Baxa	"Feel the surging elements invigorate your mind, bodym and soul." - Malaxia Wizwhirl	0	1
145	Brittilize	Ability	Neutral	FoH	Fields of Honor	33	<b>Ongoing:</b> When Brittilize enters play, you may destroy target armor.;Destroy Brittilize -> Your hero deals 2 frost damage to target hero or ally. A character dealt damage this way can't attack this turn.	c		2									x											Frost						3	brittilize	Fields of Honor (EA)		97	Massive Black		0	1
